"SAMPLE_NUMBER","LOGIN_DATE","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","REPLICATE_COUNT","PRODUCT","CUSTOMER","IN_SPEC","PRODUCT_GRADE","SAMPLE_NAME","NAME","SAMPLING_POINT"
"7142198","02/03/2015 10:02:09 AM","02/03/2015 10:02:09 AM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","621","T","TM347","2015036786","IODI01-15-0032","TMI"
"7142257","02/03/2015 10:11:33 AM","02/03/2015 10:11:33 AM","T","IODI010493","Iodine","UG_P_100G","135","1","MISC_DAIRY","MG80","T","MG8888","7281739","IODI01-15-0033","MG"
"7142267","02/03/2015 10:13:35 AM","02/03/2015 10:13:35 AM","T","IODI010493","Iodine","UG_P_100G","140","1","MISC_DAIRY","MG80","T","MG8888","7281740","IODI01-15-0033","MG"
"7142423","02/03/2015 10:27:30 AM","02/03/2015 10:27:30 AM","T","IODI010493","Iodine","UG_P_100G","200","1","MISC_DAIRY","MG80","T","MG8888","7281784","IODI01-15-0033","MG"
"7142437","02/03/2015 10:29:42 AM","02/03/2015 10:29:42 AM","T","IODI010493","Iodine","UG_P_100G","225","1","MISC_DAIRY","MG80","T","MG8888","7281785","IODI01-15-0033","MG"
"7142551","02/03/2015 10:43:32 AM","02/03/2015 10:43:32 AM","T","IODI010493","Iodine","UG_P_100G","195","1","MISC_DAIRY","MG80","T","MG8888","7281886","IODI01-15-0033","MG"
"7142556","02/03/2015 10:45:32 AM","02/03/2015 10:45:32 AM","T","IODI010493","Iodine","UG_P_100G","205","1","MISC_DAIRY","MG80","T","MG8888","7281887","IODI01-15-0033","MG"
"7146127","03/03/2015 12:00:00 AM","03/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM446271","2015038063","IODI01-15-0032","TMI"
"7146324","03/03/2015 09:39:39 AM","03/03/2015 09:39:39 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","MG80","T","MG3632","7282867","IODI01-15-0033","MG"
"7146431","03/03/2015 09:48:57 AM","03/03/2015 09:48:57 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","MG80","T","MG3632","7282990","IODI01-15-0033","MG"
"7146558","03/03/2015 09:59:59 AM","03/03/2015 09:59:59 AM","T","IODI010493","Iodine","UG_P_100G","235","1","PDR_WPC","MG20","T","MG2412","7283034","IODI01-15-0033","MG"
"7146601","03/03/2015 10:05:19 AM","03/03/2015 10:05:19 AM","T","IODI010493","Iodine","UG_P_100G","10","1","FATS_OILS","MG10","T","MG9113","7283114","IODI01-15-0033","MG"
"7146642","03/03/2015 12:00:00 AM","03/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TM334","2015037123","IODI01-15-0032","TMI"
"7147453","03/03/2015 12:27:14 PM","03/03/2015 12:27:14 PM","T","IODI010493","Iodine","UG_P_100G","435","1","FATS_OILS","C25","T","7007","","IODI01-15-0032","C25"
"7147453","03/03/2015 12:27:14 PM","03/03/2015 12:27:14 PM","T","IODI010493","Iodine","UG_P_100G","300","2","FATS_OILS","C25","T","7007","","IODI01-15-0035","C25"
"7147469","03/03/2015 12:29:12 PM","03/03/2015 12:29:12 PM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-15-0031","IRM001A"
"7147485","03/03/2015 12:31:12 PM","03/03/2015 12:31:12 PM","T","IODI010493","Iodine","UG_P_100G","179","1","QC","","T","SRM","SRM","IODI01-15-0031","SRM38E"
"7149509","03/03/2015 06:08:17 PM","03/03/2015 06:08:17 PM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","MG80","T","MG3632","7283867","IODI01-15-0034","MG"
"7150017","04/03/2015 12:00:00 AM","04/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_INFANT","621","T","TM446271","2015038626","IODI01-15-0033","TMI"
"7150550","04/03/2015 09:36:38 AM","04/03/2015 09:36:38 AM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","MG80","T","MG3633","7284048","IODI01-15-0034","MG"
"7150824","04/03/2015 10:06:40 AM","04/03/2015 10:06:40 AM","T","IODI010493","Iodine","UG_P_100G","185","1","PDR_INFANT","BONDPN","T","114462","000200519295-0150","IODI01-15-0033","FA"
"7152917","04/03/2015 02:01:23 PM","04/03/2015 02:01:23 PM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_INFANT","MG80","T","MG3633","7284433","IODI01-15-0034","MG"
"7153449","04/03/2015 03:07:35 PM","04/03/2015 03:07:35 PM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_INFANT","T10","T","1253200","DTS0508678","IODI01-15-0033","T10"
"7154742","05/03/2015 06:24:56 AM","05/03/2015 06:24:56 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-15-0032","IRM001A"
"7154743","05/03/2015 06:26:02 AM","05/03/2015 06:26:02 AM","T","IODI010493","Iodine","UG_P_100G","150","1","QC","","F","SRM","SRM","IODI01-15-0032","SRM38E"
"7155649","05/03/2015 09:40:16 AM","05/03/2015 09:40:16 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","MG80","T","MG3633","7285125","IODI01-15-0035","MG"
"7157480","05/03/2015 01:47:34 PM","05/03/2015 01:47:34 PM","T","IODI010493","Iodine","UG_P_100G","70","1","PDR_INFANT","MG80","T","MG3634","7285371","IODI01-15-0035","MG"
"7159149","05/03/2015 11:02:06 PM","05/03/2015 11:02:06 PM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM446271","2015039656","IODI01-15-0034","TMI"
"7159223","06/03/2015 06:29:28 AM","06/03/2015 06:29:28 AM","T","IODI010493","Iodine","UG_P_100G","136","1","QC","","T","SRM","SRM","IODI01-15-0033","IRM001A"
"7159436","06/03/2015 07:44:48 AM","06/03/2015 07:44:48 AM","T","IODI010493","Iodine","UG_P_100G","198","1","QC","","T","SRM","SRM","IODI01-15-0033","SRM38E"
"7159981","06/03/2015 09:26:25 AM","06/03/2015 09:26:25 AM","T","IODI010493","Iodine","UG_P_100G","235","1","PDR_WPC","MG20","T","MG2412","7286061","IODI01-15-0035","MG"
"7160139","06/03/2015 09:41:06 AM","06/03/2015 09:41:06 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","MG80","T","MG3634","7286130","IODI01-15-0035","MG"
"7160531","06/03/2015 10:13:04 AM","06/03/2015 10:13:04 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","MG80","T","MG3634","7286400","IODI01-15-0035","MG"
"7161685","06/03/2015 01:04:20 PM","06/03/2015 01:04:20 PM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM270","2015038537","IODI01-15-0034","TMI"
"7162125","06/03/2015 02:32:41 PM","06/03/2015 02:32:41 PM","T","IODI010493","Iodine","UG_P_100G","27","1","LIQ_MILK","621","T","TM9004","2015038501","IODI01-15-0034","TMI"
"7162126","06/03/2015 02:32:44 PM","06/03/2015 02:32:44 PM","T","IODI010493","Iodine","UG_P_100G","28","1","LIQ_MILK","621","T","TM9003","2015038502","IODI01-15-0034","TMI"
"7162535","06/03/2015 03:40:30 PM","06/03/2015 03:40:30 PM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_BLEND","DTSPRO","T","NONE","","IODI01-15-0051","GENERIC"
"7162536","06/03/2015 03:40:32 PM","06/03/2015 03:40:32 PM","T","IODI010493","Iodine","UG_P_100G","180","1","PDR_BLEND","DTSPRO","T","NONE","","IODI01-15-0051","GENERIC"
"7163918","07/03/2015 09:17:13 AM","07/03/2015 09:17:13 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","MG80","T","MG3634","7287077","IODI01-15-0035","MG"
"7164917","07/03/2015 07:09:59 PM","07/03/2015 07:09:59 PM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","T10","T","1253200","DTS0509269","IODI01-15-0034","T10"
"7165119","08/03/2015 09:09:38 AM","08/03/2015 09:09:38 AM","T","IODI010493","Iodine","UG_P_100G","235","1","PDR_WPC","MG20","T","MG2412","7287737","IODI01-15-0035","MG"
"7165309","08/03/2015 09:52:16 AM","08/03/2015 09:52:16 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM270","2015039742","IODI01-15-0034","TMI"
"7165401","08/03/2015 10:32:18 AM","08/03/2015 10:32:18 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","621","F","TM339","2015040771","IODI01-15-0034","TMI"
"7165401","08/03/2015 10:32:18 AM","08/03/2015 10:32:18 AM","T","IODI010493","Iodine","UG_P_100G","120","3","PDR_INFANT","621","T","TM339","2015040771","IODI01-15-0036","TMI"
"7165401","08/03/2015 10:32:18 AM","08/03/2015 10:32:18 AM","T","IODI010493","Iodine","UG_P_100G","125","4","PDR_INFANT","621","T","TM339","2015040771","IODI01-15-0036","TMI"
"7167669","09/03/2015 12:00:00 AM","09/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM446271","2015040403","IODI01-15-0035","TMI"
"7167877","10/03/2015 07:21:20 AM","10/03/2015 07:21:20 AM","T","IODI010493","Iodine","UG_P_100G","130","1","QC","","T","SRM","SRM","IODI01-15-0034","IRM001A"
"7167880","10/03/2015 07:22:43 AM","10/03/2015 07:22:43 AM","T","IODI010493","Iodine","UG_P_100G","210","1","QC","","T","SRM","SRM","IODI01-15-0034","SRM38E"
"7170401","10/03/2015 03:17:28 PM","10/03/2015 03:17:28 PM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","MG80","T","MG3669","7289594","IODI01-15-0035","MG"
"7170418","10/03/2015 03:19:57 PM","10/03/2015 03:19:57 PM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","MG80","T","MG3669","7289595","IODI01-15-0035","MG"
"7170428","10/03/2015 03:22:29 PM","10/03/2015 03:22:29 PM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","MG80","T","MG3669","7289596","IODI01-15-0035","MG"
"7170499","10/03/2015 03:30:54 PM","10/03/2015 03:30:54 PM","T","IODI010493","Iodine","UG_P_100G","260","1","PDR_WPC","MG20","T","MG2412","7289653","IODI01-15-0035","MG"
"7171535","11/03/2015 12:00:00 AM","11/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM446271","2015042463","IODI01-15-0035","TMI"
"7172427","11/03/2015 09:15:52 AM","11/03/2015 09:15:52 AM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","MG80","T","MG3669","7289890","IODI01-15-0037","MG"
"7172453","11/03/2015 09:18:21 AM","11/03/2015 09:18:21 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3669","7289891","IODI01-15-0037","MG"
"7172476","11/03/2015 09:20:50 AM","11/03/2015 09:20:50 AM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","MG80","T","MG3669","7289892","IODI01-15-0037","MG"
"7174002","11/03/2015 12:09:28 PM","11/03/2015 12:09:28 PM","T","IODI010493","Iodine","UG_P_100G","205","1","PDR_INFANT","MG80","T","MG3999","7290677","IODI01-15-0037","MG"
"7174006","11/03/2015 12:10:40 PM","11/03/2015 12:10:40 PM","T","IODI010493","Iodine","UG_P_100G","240","1","PDR_INFANT","MG80","T","MG3999","7290678","IODI01-15-0037","MG"
"7174020","11/03/2015 12:13:22 PM","11/03/2015 12:13:22 PM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_INFANT","MG80","T","MG3999","7290686","IODI01-15-0037","MG"
"7176269","12/03/2015 01:32:12 AM","12/03/2015 01:32:12 AM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM446271","2015043208","IODI01-15-0036","TMI"
"7177052","12/03/2015 09:14:38 AM","12/03/2015 09:14:38 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","MG80","T","MG3698","7291331","IODI01-15-0037","MG"
"7178389","12/03/2015 12:01:13 PM","12/03/2015 12:01:13 PM","T","IODI010493","Iodine","UG_P_100G","21","1","LIQ_MILK","570","T","NONE","","IODI01-15-0037","GENERIC"
"7178401","12/03/2015 12:02:18 PM","12/03/2015 12:02:18 PM","T","IODI010493","Iodine","UG_P_100G","25","1","LIQ_MILK","570","T","NONE","","IODI01-15-0037","GENERIC"
"7178409","12/03/2015 12:03:00 PM","12/03/2015 12:03:00 PM","T","IODI010493","Iodine","UG_P_100G","20","1","LIQ_MILK","570","T","NONE","","IODI01-15-0037","GENERIC"
"7179069","12/03/2015 01:14:46 PM","12/03/2015 01:14:46 PM","T","IODI010493","Iodine","UG_P_100G","137","1","QC","","T","SRM","SRM","IODI01-15-0035","IRM001A"
"7179182","12/03/2015 01:34:08 PM","12/03/2015 01:34:08 PM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","BONDPN","T","114453","000200519437-0150","IODI01-15-0036","FA"
"7179277","12/03/2015 01:44:05 PM","12/03/2015 01:44:05 PM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","BONDPN","T","114493","000200520444-0140","IODI01-15-0036","FA"
"7180086","12/03/2015 05:07:43 PM","12/03/2015 05:07:43 PM","T","IODI010493","Iodine","UG_P_100G","220","1","MISC_DAIRY","MG70","T","MG8888","7291830","IODI01-15-0038","MG"
"7180117","12/03/2015 05:12:39 PM","12/03/2015 05:12:39 PM","T","IODI010493","Iodine","UG_P_100G","250","1","MISC_DAIRY","MG70","T","MG8888","7291831","IODI01-15-0038","MG"
"7180493","13/03/2015 05:35:56 AM","13/03/2015 05:35:56 AM","T","IODI010493","Iodine","UG_P_100G","220","1","PDR_WPC","MG20","T","MG2412","7291896","IODI01-15-0037","MG"
"7182037","13/03/2015 12:00:00 AM","13/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM344","2015043383","IODI01-15-0037","TMI"
"7182333","13/03/2015 11:16:56 AM","13/03/2015 11:16:56 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7292244","IODI01-15-0037","MG"
"7184301","13/03/2015 07:17:57 PM","13/03/2015 07:17:57 PM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","T10","T","INFPOWD","DTS0509547","IODI01-15-0037","T10"
"7184376","13/03/2015 08:32:40 PM","13/03/2015 08:32:40 PM","T","IODI010493","Iodine","UG_P_100G","111","1","QC","","T","SRM","SRM","IODI01-15-0036","IRM001A"
"7184380","13/03/2015 08:34:35 PM","13/03/2015 08:34:35 PM","T","IODI010493","Iodine","UG_P_100G","151","1","QC","","F","SRM","SRM","IODI01-15-0036","SRM38E"
"7184590","13/03/2015 10:28:43 PM","13/03/2015 10:28:43 PM","T","IODI010493","Iodine","UG_P_100G","150","1","MISC_DAIRY","MG70","T","NONE","7292657","IODI01-15-0037","MG"
"7186496","14/03/2015 07:48:17 PM","14/03/2015 07:48:17 PM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","T10","T","1253200","DTS0509585","IODI01-15-0038","T10"
"7187938","16/03/2015 07:04:18 AM","16/03/2015 07:04:18 AM","T","IODI010493","Iodine","UG_P_100G","107","1","QC","","T","SRM","SRM","IODI01-15-0037","IRM001A"
"7187939","16/03/2015 07:05:44 AM","16/03/2015 07:05:44 AM","T","IODI010493","Iodine","UG_P_100G","173","1","QC","","T","SRM","SRM","IODI01-15-0037","SRM38E"
"7188340","16/03/2015 09:34:06 AM","16/03/2015 09:34:06 AM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","621","T","TM342","2015044439","IODI01-15-0038","TMI"
"7190756","16/03/2015 04:56:36 PM","16/03/2015 04:56:36 PM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","MG80","T","MG3698","7294749","IODI01-15-0038","MG"
"7190887","16/03/2015 05:25:06 PM","16/03/2015 05:25:06 PM","T","IODI010493","Iodine","UG_P_100G","180","1","PDR_INFANT","621","F","TM337","2015043644","IODI01-15-0038","TMI"
"7191406","17/03/2015 07:48:49 AM","17/03/2015 07:48:49 AM","T","IODI010493","Iodine","UG_P_100ML","2","1","SOY_PROD","V17","T","SOYMILK","","IODI01-15-0038","VITASOY"
"7192866","17/03/2015 11:05:27 AM","17/03/2015 11:05:27 AM","T","IODI010493","Iodine","UG_P_100G","230","1","PDR_INFANT","T10","T","1253200","DTS0509691","IODI01-15-0038","T10"
"7192973","17/03/2015 11:29:57 AM","17/03/2015 11:29:57 AM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","T10","T","INFPOWD","DTS0509692","IODI01-15-0038","T10"
"7195245","17/03/2015 05:16:50 PM","17/03/2015 05:16:50 PM","T","IODI010493","Iodine","UG_P_100G","173","1","QC","","T","SRM","SRM","IODI01-15-0035","SRM38E"
"7198060","18/03/2015 12:15:27 PM","18/03/2015 12:15:27 PM","T","IODI010493","Iodine","UG_P_100G","75","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005753","IODI01-15-0039","DHS"
"7198072","18/03/2015 12:17:55 PM","18/03/2015 12:17:55 PM","T","IODI010493","Iodine","UG_P_100G","60","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005752","IODI01-15-0039","DHS"
"7198107","18/03/2015 12:22:46 PM","18/03/2015 12:22:46 PM","T","IODI010493","Iodine","UG_P_100G","60","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005914","IODI01-15-0039","DHS"
"7198278","18/03/2015 12:50:34 PM","18/03/2015 12:50:34 PM","T","IODI010493","Iodine","UG_P_100G","60","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005917","IODI01-15-0039","DHS"
"7198318","18/03/2015 12:54:51 PM","18/03/2015 12:54:51 PM","T","IODI010493","Iodine","UG_P_100G","50","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005757","IODI01-15-0039","DHS"
"7198322","18/03/2015 12:57:01 PM","18/03/2015 12:57:01 PM","T","IODI010493","Iodine","UG_P_100G","45","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005758","IODI01-15-0039","DHS"
"7198352","18/03/2015 01:01:01 PM","18/03/2015 01:01:01 PM","T","IODI010493","Iodine","UG_P_100G","50","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005906","IODI01-15-0039","DHS"
"7198361","18/03/2015 01:03:33 PM","18/03/2015 01:03:33 PM","T","IODI010493","Iodine","UG_P_100G","45","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005909","IODI01-15-0039","DHS"
"7198368","18/03/2015 01:05:54 PM","18/03/2015 01:05:54 PM","T","IODI010493","Iodine","UG_P_100G","40","1","CEREAL_PRD","YARRAN","T","BREAD_SS","140005556","IODI01-15-0039","DHS"
"7199804","18/03/2015 05:20:49 PM","18/03/2015 05:20:49 PM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_INFANT","T10","T","1253200","DTS0510292","IODI01-15-0039","T10"
"7200406","19/03/2015 07:18:42 AM","19/03/2015 07:18:42 AM","T","IODI010493","Iodine","UG_P_100G","125","1","QC","","T","SRM","SRM","IODI01-15-0038","IRM001A"
"7200407","19/03/2015 07:19:18 AM","19/03/2015 07:19:18 AM","T","IODI010493","Iodine","UG_P_100G","169","1","QC","","T","SRM","SRM","IODI01-15-0038","SRM38E"
"7201308","19/03/2015 10:32:38 AM","19/03/2015 10:32:38 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM446271","2015046674","IODI01-15-0039","TMI"
"7201346","19/03/2015 12:00:00 AM","19/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM446271","2015046948","IODI01-15-0039","TMI"
"7201756","19/03/2015 11:14:36 AM","19/03/2015 11:14:36 AM","T","IODI010493","Iodine","MG_P_KG","5.60","1","PET_FOOD","U5B","T","1298604","","IODI01-15-0041","MARS"
"7201834","19/03/2015 11:21:54 AM","19/03/2015 11:21:54 AM","T","IODI010493","Iodine","UG_P_100G","190","1","LIQ_MILK","T10","T","LIQMILK","","IODI01-15-0039","T10"
"7201834","19/03/2015 11:21:54 AM","19/03/2015 11:21:54 AM","T","IODI010493","Iodine","UG_P_100G","180","2","LIQ_MILK","T10","T","LIQMILK","","IODI01-15-0040","T10"
"7204141","19/03/2015 04:21:55 PM","19/03/2015 04:21:55 PM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_INFANT","T10","T","1253200","DTS0510357","IODI01-15-0039","T10"
"7205457","20/03/2015 09:07:01 AM","20/03/2015 09:07:01 AM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0040","BLENDPACK"
"7208724","20/03/2015 07:47:43 PM","20/03/2015 07:47:43 PM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","T10","T","1253200","DTS0510386","IODI01-15-0040","T10"
"7208990","21/03/2015 07:30:59 AM","21/03/2015 07:30:59 AM","T","IODI010493","Iodine","UG_P_100G","122","1","QC","","T","SRM","SRM","IODI01-15-0039","IRM001A"
"7208991","21/03/2015 07:32:19 AM","21/03/2015 07:32:19 AM","T","IODI010493","Iodine","UG_P_100G","181","1","QC","","T","SRM","SRM","IODI01-15-0039","SRM38E"
"7209468","21/03/2015 11:36:50 AM","21/03/2015 11:36:50 AM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0040","BLENDPACK"
"7211246","22/03/2015 04:02:19 PM","22/03/2015 04:02:19 PM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM552","2015048512","IODI01-15-0040","TMI"
"7212916","23/03/2015 11:46:19 AM","23/03/2015 11:46:19 AM","T","IODI010493","Iodine","UG_P_100G","50","1","PDR_INFANT","S7","T","NONE","DTS0407311","IODI01-15-0040","GENERIC"
"7212922","23/03/2015 11:47:20 AM","23/03/2015 11:47:20 AM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","S7","T","NONE","DTS0407312","IODI01-15-0040","GENERIC"
"7212932","23/03/2015 11:47:58 AM","23/03/2015 11:47:58 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","S7","T","NONE","DTS0407313","IODI01-15-0040","GENERIC"
"7212943","23/03/2015 11:48:45 AM","23/03/2015 11:48:45 AM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_INFANT","S7","T","NONE","DTS0407314","IODI01-15-0040","GENERIC"
"7212963","23/03/2015 11:49:59 AM","23/03/2015 11:49:59 AM","T","IODI010493","Iodine","UG_P_100G","75","1","PDR_INFANT","S7","T","NONE","DTS0407316","IODI01-15-0040","GENERIC"
"7212980","23/03/2015 11:50:43 AM","23/03/2015 11:50:43 AM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","S7","T","NONE","DTS0407317","IODI01-15-0040","GENERIC"
"7216123","24/03/2015 11:04:52 AM","24/03/2015 11:04:52 AM","T","IODI010493","Iodine","UG_P_100ML","22","1","LIQ_MILK","T10","T","SMILK","","IODI01-15-0042","T10"
"7216291","24/03/2015 12:00:00 AM","24/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","80","1","PDR_INFANT","621","T","TM552","2015049032","IODI01-15-0040","TMI"
"7220418","25/03/2015 09:26:27 AM","25/03/2015 09:26:27 AM","T","IODI010493","Iodine","UG_P_100G","40","1","PDR_INFANT","MG80","T","MG3740","7302772","IODI01-15-0042","MG"
"7220467","25/03/2015 12:00:00 AM","25/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TM149","2015049861","IODI01-15-0042","TMI"
"7220944","25/03/2015 12:00:00 AM","25/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM446271","2015050819","IODI01-15-0042","TMI"
"7221951","25/03/2015 12:22:38 PM","25/03/2015 12:22:38 PM","T","IODI010493","Iodine","UG_P_100G","107","1","QC","","T","SRM","SRM","IODI01-15-0040","IRM001A"
"7221966","25/03/2015 12:26:31 PM","25/03/2015 12:26:31 PM","T","IODI010493","Iodine","UG_P_100G","185","1","QC","","T","SRM","SRM","IODI01-15-0040","SRM38E"
"7223844","25/03/2015 06:03:12 PM","25/03/2015 06:03:12 PM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_FCMP","621","T","TM30342","2015051408","IODI01-15-0042","TMI"
"7223848","25/03/2015 06:04:15 PM","25/03/2015 06:04:15 PM","T","IODI010493","Iodine","UG_P_100G","25","1","PDR_FCMP","621","T","TM30342","2015051453","IODI01-15-0042","TMI"
"7223984","25/03/2015 09:20:44 PM","25/03/2015 09:20:44 PM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","T10","T","1253200","DTS0510603","IODI01-15-0042","T10"
"7224911","26/03/2015 09:03:14 AM","26/03/2015 09:03:14 AM","T","IODI010493","Iodine","UG_P_100G","130","1","PDR_INFANT","621","T","TM149","2015051129","IODI01-15-0043","TMI"
"7225893","26/03/2015 11:05:36 AM","26/03/2015 11:05:36 AM","T","IODI010493","Iodine","UG_P_100G","117","1","QC","","T","SRM","SRM","IODI01-15-0041","IRM001A"
"7225915","26/03/2015 11:06:38 AM","26/03/2015 11:06:38 AM","T","IODI010493","Iodine","UG_P_100G","183","1","QC","","T","SRM","SRM","IODI01-15-0041","SRM38E"
"7228336","26/03/2015 06:36:00 PM","26/03/2015 06:36:00 PM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","T10","T","1253200","DTS0510645","IODI01-15-0043","T10"
"7228760","27/03/2015 07:36:21 AM","27/03/2015 07:36:21 AM","T","IODI010493","Iodine","UG_P_100G","170","1","PDR_INFANT","MG80","T","MG3669","7304599","IODI01-15-0043","MG"
"7228764","27/03/2015 07:38:51 AM","27/03/2015 07:38:51 AM","T","IODI010493","Iodine","UG_P_100G","175","1","PDR_INFANT","MG80","T","MG3669","7304600","IODI01-15-0043","MG"
"7228773","27/03/2015 07:41:15 AM","27/03/2015 07:41:15 AM","T","IODI010493","Iodine","UG_P_100G","180","1","PDR_INFANT","MG80","T","MG3669","7304601","IODI01-15-0043","MG"
"7229023","27/03/2015 08:34:13 AM","27/03/2015 08:34:13 AM","T","IODI010493","Iodine","UG_P_100G","114","1","QC","","T","SRM","SRM","IODI01-15-0042","IRM001A"
"7229051","27/03/2015 08:37:34 AM","27/03/2015 08:37:34 AM","T","IODI010493","Iodine","UG_P_100G","145","1","QC","","F","SRM","SRM","IODI01-15-0042","SRM38E"
"7229141","27/03/2015 12:00:00 AM","27/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM552","2015050741","IODI01-15-0043","TMI"
"7229980","27/03/2015 12:00:00 AM","27/03/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","621","T","TM446271","2015051463","IODI01-15-0043","TMI"
"7230584","27/03/2015 12:55:35 PM","27/03/2015 12:55:35 PM","T","IODI010493","Iodine","UG_P_100ML","2","1","SOY_PROD","V17","T","SOYMILK","","IODI01-15-0046","VITASOY"
"7232258","27/03/2015 09:01:49 PM","27/03/2015 09:01:49 PM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","T10","T","1251200","DTS0510685","IODI01-15-0043","T10"
