"SAMPLE_NUMBER","LOGIN_DATE","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","REPLICATE_COUNT","PRODUCT","CUSTOMER","IN_SPEC","PRODUCT_GRADE","SAMPLE_NAME","NAME"
"7253110","02/04/2015 05:36:23 PM","02/04/2015 05:36:23 PM","T","IODI010493","Iodine","UG_P_100G","180","1","PDR_INFANT","T10","T","1253200","DTS0539925","IODI01-15-0046"
"7253328","02/04/2015 12:00:00 AM","02/04/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_INFANT","621","T","TM446293","2015056660","IODI01-15-0048"
"7254000","03/04/2015 12:00:00 AM","03/04/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","285","1","PDR_INFANT","621","T","TM600","2015056615","IODI01-15-0046"
"7254007","03/04/2015 12:00:00 AM","03/04/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM570","2015055397","IODI01-15-0046"
"7254585","03/04/2015 11:46:58 AM","03/04/2015 11:46:58 AM","T","IODI010493","Iodine","UG_P_100G","270","1","PDR_WPC","MG20","T","MG2412","7311412","IODI01-15-0050"
"7255236","04/04/2015 07:34:33 AM","04/04/2015 07:34:33 AM","T","IODI010493","Iodine","UG_P_100G","215","1","PDR_SMP","56","T","NONE","","IODI01-15-0046"
"7255396","04/04/2015 09:04:53 AM","04/04/2015 09:04:53 AM","T","IODI010493","Iodine","UG_P_100G","345","1","PDR_SMP","MG70","T","MG4900","7311993","IODI01-15-0050"
"7255547","04/04/2015 10:04:53 AM","04/04/2015 10:04:53 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM563","2015056722","IODI01-15-0046"
"7255549","04/04/2015 10:05:13 AM","04/04/2015 10:05:13 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM563","2015056725","IODI01-15-0046"
"7255551","04/04/2015 10:05:33 AM","04/04/2015 10:05:33 AM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM563","2015056728","IODI01-15-0046"
"7255560","04/04/2015 10:07:35 AM","04/04/2015 10:07:35 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","621","T","TM563","2015057701","IODI01-15-0046"
"7256374","04/04/2015 02:34:50 PM","04/04/2015 02:34:50 PM","T","IODI010493","Iodine","UG_P_100G","75","1","PDR_INFANT","621","T","TM263","2015056983","IODI01-15-0046"
"7256375","04/04/2015 02:35:10 PM","04/04/2015 02:35:10 PM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM263","2015056984","IODI01-15-0046"
"7256376","04/04/2015 02:35:27 PM","04/04/2015 02:35:27 PM","T","IODI010493","Iodine","UG_P_100G","85","1","PDR_INFANT","621","T","TM263","2015056985","IODI01-15-0046"
"7256377","04/04/2015 02:35:45 PM","04/04/2015 02:35:45 PM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","621","T","TM263","2015056986","IODI01-15-0046"
"7257020","05/04/2015 09:34:47 AM","05/04/2015 09:34:47 AM","T","IODI010493","Iodine","UG_P_100G","80","1","PDR_INFANT","621","T","TM263","2015057630","IODI01-15-0048"
"7257021","05/04/2015 09:35:04 AM","05/04/2015 09:35:04 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","621","T","TM263","2015057631","IODI01-15-0048"
"7257022","05/04/2015 09:35:21 AM","05/04/2015 09:35:21 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","621","T","TM263","2015057632","IODI01-15-0048"
"7257023","05/04/2015 09:35:38 AM","05/04/2015 09:35:38 AM","T","IODI010493","Iodine","UG_P_100G","80","1","PDR_INFANT","621","T","TM263","2015057633","IODI01-15-0048"
"7257035","05/04/2015 09:37:50 AM","05/04/2015 09:37:50 AM","T","IODI010493","Iodine","UG_P_100G","80","1","PDR_INFANT","621","T","TM553","2015057257","IODI01-15-0048"
"7257845","05/04/2015 02:03:15 PM","05/04/2015 02:03:15 PM","T","IODI010493","Iodine","UG_P_100G","80","1","PDR_INFANT","621","T","TM564","2015057264","IODI01-15-0048"
"7258326","06/04/2015 09:15:18 AM","06/04/2015 09:15:18 AM","T","IODI010493","Iodine","UG_P_100G","265","1","PDR_WPC","MG20","T","MG2412","7313398","IODI01-15-0050"
"7258802","06/04/2015 02:00:02 PM","06/04/2015 02:00:02 PM","T","IODI010493","Iodine","UG_P_100G","104","1","QC","","T","SRM","SRM","IODI01-15-0046"
"7258804","06/04/2015 02:01:05 PM","06/04/2015 02:01:05 PM","T","IODI010493","Iodine","UG_P_100G","179","1","QC","","T","SRM","SRM","IODI01-15-0046"
"7259882","07/04/2015 09:04:25 AM","07/04/2015 09:04:25 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM552","2015058159","IODI01-15-0050"
"7262972","08/04/2015 06:50:33 AM","08/04/2015 06:50:33 AM","T","IODI010493","Iodine","UG_P_100G","260","1","PDR_WPC","MG20","T","MG2412","7314859","IODI01-15-0051"
"7263792","08/04/2015 09:49:27 AM","08/04/2015 09:49:27 AM","T","IODI010493","Iodine","UG_P_100G","190","1","MISC_LIQ","T10","T","NONE","","IODI01-15-0050"
"7265750","08/04/2015 02:51:48 PM","08/04/2015 02:51:48 PM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","T10","T","1253200","DTS0540108","IODI01-15-0050"
"7266232","08/04/2015 04:25:04 PM","08/04/2015 04:25:04 PM","T","IODI010493","Iodine","UG_P_100G","4","1","FATS_OILS","MG10","T","MG9113","7315396","IODI01-15-0051"
"7267384","09/04/2015 08:17:02 AM","09/04/2015 08:17:02 AM","T","IODI010493","Iodine","UG_P_100G","121","1","QC","","T","SRM","SRM","IODI01-15-0048"
"7267397","09/04/2015 08:19:00 AM","09/04/2015 08:19:00 AM","T","IODI010493","Iodine","UG_P_100G","159","1","QC","","F","SRM","SRM","IODI01-15-0048"
"7270065","09/04/2015 02:34:48 PM","09/04/2015 02:34:48 PM","T","ICPM050214","Iodine","MG_P_KG","1.5","1","PDR_INFANT","T10","T","INFPOWD","DTS0540117","ICPM05-15-0001"
"7270271","09/04/2015 03:03:31 PM","09/04/2015 03:03:31 PM","T","IODI010493","Iodine","UG_P_100G","275","1","PDR_SMP","56","T","NONE","","IODI01-15-0050"
"7270626","09/04/2015 03:58:17 PM","09/04/2015 03:58:17 PM","T","IODI010493","Iodine","UG_P_100G","915","1","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0050"
"7270626","09/04/2015 03:58:17 PM","09/04/2015 03:58:17 PM","T","IODI010493","Iodine","UG_P_100G","90","2","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0052"
"7270626","09/04/2015 03:58:17 PM","09/04/2015 03:58:17 PM","T","IODI010493","Iodine","UG_P_100G","95","3","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0052"
"7271527","09/04/2015 07:18:24 PM","09/04/2015 07:18:24 PM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","T10","T","1253200","DTS0540162","IODI01-15-0050"
"7271716","10/04/2015 06:34:59 AM","10/04/2015 06:34:59 AM","T","IODI010493","Iodine","UG_P_100G","275","1","PDR_WPC","MG20","T","MG2412","7316688","IODI01-15-0051"
"7274961","10/04/2015 02:48:17 PM","10/04/2015 02:48:17 PM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_INFANT","T10","T","1253200","DTS0540205","IODI01-15-0050"
"7275968","10/04/2015 06:07:02 PM","10/04/2015 06:07:02 PM","T","IODI010493","Iodine","UG_P_100G","250","1","PDR_SMP","MG70","T","MG4900","7317658","IODI01-15-0051"
"7276077","10/04/2015 08:06:27 PM","10/04/2015 08:06:27 PM","T","IODI010493","Iodine","UG_P_100G","106","1","QC","","T","SRM","SRM","IODI01-15-0049"
"7276078","10/04/2015 08:15:06 PM","10/04/2015 08:15:06 PM","T","IODI010493","Iodine","UG_P_100G","181","1","QC","","T","SRM","SRM","IODI01-15-0049"
"7276316","11/04/2015 07:15:47 AM","11/04/2015 07:15:47 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7317718","IODI01-15-0051"
"7277327","11/04/2015 12:08:03 PM","11/04/2015 12:08:03 PM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","MG80","T","MG3698","7317940","IODI01-15-0051"
"7277528","11/04/2015 01:17:32 PM","11/04/2015 01:17:32 PM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","T10","T","1251200","DTS0540254","IODI01-15-0050"
"7277705","11/04/2015 12:00:00 AM","11/04/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","285","1","PDR_INFANT","621","T","TM600","2015062014","IODI01-15-0050"
"7277986","12/04/2015 06:32:18 AM","12/04/2015 06:32:18 AM","T","IODI010493","Iodine","UG_P_100G","255","1","PDR_WPC","MG20","T","MG2412","7318323","IODI01-15-0051"
"7278021","12/04/2015 06:51:04 AM","12/04/2015 06:51:04 AM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","MG80","T","MG3698","7318339","IODI01-15-0051"
"7278293","12/04/2015 10:08:11 AM","12/04/2015 10:08:11 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7318524","IODI01-15-0051"
"7279143","13/04/2015 06:42:51 AM","13/04/2015 06:42:51 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7319154","IODI01-15-0052"
"7279232","13/04/2015 07:41:32 AM","13/04/2015 07:41:32 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7319211","IODI01-15-0052"
"7279301","13/04/2015 08:01:01 AM","13/04/2015 08:01:01 AM","T","IODI010493","Iodine","UG_P_100G","199","1","QC","","T","SRM","SRM","IODI01-15-0050"
"7279303","13/04/2015 08:01:30 AM","13/04/2015 08:01:30 AM","T","IODI010493","Iodine","UG_P_100G","135","1","QC","","T","SRM","SRM","IODI01-15-0050"
"7279391","13/04/2015 08:33:08 AM","13/04/2015 08:33:08 AM","T","IODI010493","Iodine","UG_P_100ML","2","1","SOY_PROD","V17","T","SOYMILK","","IODI01-15-0051"
"7282682","14/04/2015 07:10:24 AM","14/04/2015 07:10:24 AM","T","IODI010493","Iodine","UG_P_100G","138","1","QC","","T","SRM","SRM","IODI01-15-0051"
"7282685","14/04/2015 07:12:22 AM","14/04/2015 07:12:22 AM","T","IODI010493","Iodine","UG_P_100G","200","1","QC","","T","SRM","SRM","IODI01-15-0051"
"7284013","14/04/2015 10:30:08 AM","14/04/2015 10:30:08 AM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_INFANT","MG80","T","MG3698","7320124","IODI01-15-0052"
"7284029","14/04/2015 10:34:37 AM","14/04/2015 10:34:37 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7320125","IODI01-15-0052"
"7284403","14/04/2015 11:15:07 AM","14/04/2015 11:15:07 AM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","MG80","T","MG3698","7320248","IODI01-15-0052"
"7284813","14/04/2015 11:58:35 AM","14/04/2015 11:58:35 AM","T","IODI010493","Iodine","UG_P_100G","27","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0053"
"7284814","14/04/2015 11:58:36 AM","14/04/2015 11:58:36 AM","T","IODI010493","Iodine","UG_P_100G","33","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0053"
"7284815","14/04/2015 11:58:37 AM","14/04/2015 11:58:37 AM","T","IODI010493","Iodine","UG_P_100G","35","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0053"
"7285380","14/04/2015 01:12:39 PM","14/04/2015 01:12:39 PM","T","IODI010493","Iodine","UG_P_100G","36","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0053"
"7285382","14/04/2015 01:12:54 PM","14/04/2015 01:12:54 PM","T","IODI010493","Iodine","UG_P_100G","33","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0054"
"7285383","14/04/2015 01:13:13 PM","14/04/2015 01:13:13 PM","T","IODI010493","Iodine","UG_P_100G","26","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0053"
"7286432","14/04/2015 03:19:16 PM","14/04/2015 03:19:16 PM","T","IODI010493","Iodine","UG_P_100G","170","1","PDR_FCMP","MG70","F","MG3104","7320647","IODI01-15-0052"
"7288235","15/04/2015 07:15:04 AM","15/04/2015 07:15:04 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0052"
"7288365","15/04/2015 07:55:01 AM","15/04/2015 07:55:01 AM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_MILK","A41","T","GOATMLKPD","","IODI01-15-0053"
"7288370","15/04/2015 07:55:59 AM","15/04/2015 07:55:59 AM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_MILK","A41","T","GOATMLKPD","","IODI01-15-0053"
"7288406","15/04/2015 08:06:18 AM","15/04/2015 08:06:18 AM","T","IODI010493","Iodine","UG_P_100G","55","1","PDR_INFANT","A41","T","NONE","","IODI01-15-0053"
"7288406","15/04/2015 08:06:18 AM","15/04/2015 08:06:18 AM","T","IODI010493","Iodine","UG_P_100G","50","2","PDR_INFANT","A41","T","NONE","","IODI01-15-0055"
"7288406","15/04/2015 08:06:18 AM","15/04/2015 08:06:18 AM","T","IODI010493","Iodine","UG_P_100G","55","3","PDR_INFANT","A41","T","NONE","","IODI01-15-0055"
"7288498","15/04/2015 08:31:45 AM","15/04/2015 08:31:45 AM","T","IODI010493","Iodine","UG_P_100G","50","2","PDR_INFANT","A41","T","NONE","","IODI01-15-0055"
"7288498","15/04/2015 08:31:45 AM","15/04/2015 08:31:45 AM","T","IODI010493","Iodine","UG_P_100G","50","3","PDR_INFANT","A41","T","NONE","","IODI01-15-0055"
"7288498","15/04/2015 08:31:45 AM","15/04/2015 08:31:45 AM","T","IODI010493","Iodine","UG_P_100G","55","1","PDR_INFANT","A41","T","NONE","","IODI01-15-0053"
"7288528","15/04/2015 08:35:02 AM","15/04/2015 08:35:02 AM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","A41","T","NONE","","IODI01-15-0053"
"7288544","15/04/2015 08:38:15 AM","15/04/2015 08:38:15 AM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","A41","T","NONE","","IODI01-15-0053"
"7288699","15/04/2015 09:03:58 AM","15/04/2015 09:03:58 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","MG80","T","MG3698","7321263","IODI01-15-0052"
"7288842","15/04/2015 09:16:52 AM","15/04/2015 09:16:52 AM","T","IODI010493","Iodine","UG_P_100G","265","1","PDR_SMP","MG70","T","MG4900","7321296","IODI01-15-0054"
"7288850","15/04/2015 09:19:28 AM","15/04/2015 09:19:28 AM","T","IODI010493","Iodine","UG_P_100G","265","1","PDR_SMP","MG70","T","MG4900","7321297","IODI01-15-0054"
"7288873","15/04/2015 09:22:05 AM","15/04/2015 09:22:05 AM","T","IODI010493","Iodine","UG_P_100G","250","1","PDR_SMP","MG70","T","MG4900","7321298","IODI01-15-0054"
"7289283","15/04/2015 10:13:03 AM","15/04/2015 10:13:03 AM","T","IODI010493","Iodine","UG_P_100G","170","1","PDR_MILK","A41","T","GOATMLKPD","","IODI01-15-0053"
"7289507","15/04/2015 10:32:16 AM","15/04/2015 10:32:16 AM","T","IODI010493","Iodine","UG_P_100G","195","1","PDR_WPC","A41","T","NONE","","IODI01-15-0052"
"7289918","15/04/2015 11:09:41 AM","15/04/2015 11:09:41 AM","T","IODI010493","Iodine","UG_P_100G","130","1","PDR_INFANT","MG80","T","MG3698","7321400","IODI01-15-0052"
"7290052","15/04/2015 11:29:13 AM","15/04/2015 11:29:13 AM","T","IODI010493","Iodine","UG_P_100G","20","1","BUTTER","503","T","Unsalted","","IODI01-15-0053"
"7290672","15/04/2015 12:53:57 PM","15/04/2015 12:53:57 PM","T","IODI010493","Iodine","UG_P_100G","240","1","PDR_WPC","MG20","T","MG2412","7321735","IODI01-15-0054"
"7290912","15/04/2015 01:18:54 PM","15/04/2015 01:18:54 PM","T","IODI010493","Iodine","UG_P_100G","230","1","PDR_WPC","MG20","T","MG2412","7321778","IODI01-15-0054"
"7291469","15/04/2015 02:40:32 PM","15/04/2015 02:40:32 PM","T","IODI010493","Iodine","UG_P_100G","240","1","PDR_SMP","MG70","T","MG4900","7321902","IODI01-15-0054"
"7292625","15/04/2015 08:18:02 PM","15/04/2015 08:18:02 PM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","T10","T","1253200","DTS0540427","IODI01-15-0052"
"7293059","16/04/2015 07:38:49 AM","16/04/2015 07:38:49 AM","T","IODI010493","Iodine","UG_P_100G","140","1","PDR_INFANT","MG80","T","MG3698","7322257","IODI01-15-0054"
"7293067","16/04/2015 07:43:28 AM","16/04/2015 07:43:28 AM","T","ICPM050214","Iodine","MG_P_KG","-0.01","1","QC","","T","BLANK","BLANK","ICPM05-15-0001"
"7293069","16/04/2015 07:43:38 AM","16/04/2015 07:43:38 AM","T","ICPM050214","Iodine","MG_P_KG","1.11","1","QC","","T","SRM","SRM","ICPM05-15-0001"
"7293118","16/04/2015 07:49:03 AM","16/04/2015 07:49:03 AM","T","ICPM050214","Iodine","MG_P_KG","1.5","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-15-0001"
"7293123","16/04/2015 07:49:49 AM","16/04/2015 07:49:49 AM","T","ICPM050214","Iodine","MG_P_KG","2.55","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-15-0001"
"7293124","16/04/2015 07:50:10 AM","16/04/2015 07:50:10 AM","T","ICPM050214","Iodine","MG_P_KG","3.07","1","QC","","T","DUPLICATE","DUPLICATE","ICPM05-15-0001"
"7293652","16/04/2015 09:26:21 AM","16/04/2015 09:26:21 AM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","MG80","T","MG3698","7322294","IODI01-15-0054"
"7294641","16/04/2015 11:24:46 AM","16/04/2015 11:24:46 AM","T","IODI010493","Iodine","UG_P_100G","230","1","LIQ_MILK","T10","T","LIQMILK","DTS0540389","IODI01-15-0052"
"7295403","16/04/2015 12:32:03 PM","16/04/2015 12:32:03 PM","T","IODI010493","Iodine","UG_P_100G","160","1","PDR_INFANT","MG80","T","MG3669","7322550","IODI01-15-0055"
"7295428","16/04/2015 12:36:58 PM","16/04/2015 12:36:58 PM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","MG80","T","MG3669","7322551","IODI01-15-0055"
"7295455","16/04/2015 12:41:51 PM","16/04/2015 12:41:51 PM","T","IODI010493","Iodine","UG_P_100G","155","1","PDR_INFANT","MG80","T","MG3669","7322552","IODI01-15-0055"
"7297455","16/04/2015 06:18:24 PM","16/04/2015 06:18:24 PM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","T10","T","1253200","DTS0540470","IODI01-15-0054"
"7297845","17/04/2015 06:48:24 AM","17/04/2015 06:48:24 AM","T","IODI010493","Iodine","UG_P_100G","123","1","QC","","T","SRM","SRM","IODI01-15-0052"
"7297871","17/04/2015 06:53:24 AM","17/04/2015 06:53:24 AM","T","IODI010493","Iodine","UG_P_100G","175","1","QC","","T","SRM","SRM","IODI01-15-0052"
"7299084","17/04/2015 12:00:00 AM","17/04/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM270","2015065263","IODI01-15-0054"
"7300784","17/04/2015 02:30:29 PM","17/04/2015 02:30:29 PM","T","IODI010493","Iodine","UG_P_100G","150","1","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0053"
"7300797","17/04/2015 02:33:19 PM","17/04/2015 02:33:19 PM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","BLEND","T","INFANTPDR","","IODI01-15-0053"
"7301515","17/04/2015 12:00:00 AM","17/04/2015 12:00:00 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","621","T","TM446272","2015066370","IODI01-15-0055"
"7301733","17/04/2015 05:39:44 PM","17/04/2015 05:39:44 PM","T","IODI010493","Iodine","MG_P_100G","0.035","1","YOGHURT","PARNIS","T","NONE","","IODI01-15-0054"
"7301996","17/04/2015 07:47:42 PM","17/04/2015 07:47:42 PM","T","IODI010493","Iodine","UG_P_100G","110","1","PDR_INFANT","T10","T","1253200","DTS0540523","IODI01-15-0054"
"7302385","18/04/2015 07:26:03 AM","18/04/2015 07:26:03 AM","T","IODI010493","Iodine","UG_P_100G","360","1","PDR_SMP","56","T","NONE","","IODI01-15-0055"
"7303304","18/04/2015 12:30:25 PM","18/04/2015 12:30:25 PM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-15-0053"
"7303305","18/04/2015 12:32:52 PM","18/04/2015 12:32:52 PM","T","IODI010493","Iodine","UG_P_100G","186","1","QC","","T","SRM","SRM","IODI01-15-0053"
"7303315","18/04/2015 12:46:28 PM","18/04/2015 12:46:28 PM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM270","2015065866","IODI01-15-0054"
"7304025","18/04/2015 08:48:59 PM","18/04/2015 08:48:59 PM","T","IODI010493","Iodine","UG_P_100G","105","1","PDR_INFANT","T10","T","1253200","DTS0540580","IODI01-15-0054"
"7305265","19/04/2015 10:47:52 PM","19/04/2015 10:47:52 PM","T","IODI010493","Iodine","UG_P_100G","125","1","PDR_INFANT","621","T","TM446272","2015067830","IODI01-15-0055"
"7305486","20/04/2015 07:16:52 AM","20/04/2015 07:16:52 AM","T","IODI010493","Iodine","UG_P_100G","128","1","QC","","T","SRM","SRM","IODI01-15-0054"
"7305488","20/04/2015 07:18:07 AM","20/04/2015 07:18:07 AM","T","IODI010493","Iodine","UG_P_100G","186","1","QC","","T","SRM","SRM","IODI01-15-0054"
"7306855","20/04/2015 11:25:04 AM","20/04/2015 11:25:04 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","621","T","TM342","2015067491","IODI01-15-0055"
"7308975","20/04/2015 10:32:16 PM","20/04/2015 10:32:16 PM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","621","T","TM446272","2015068271","IODI01-15-0055"
"7311142","21/04/2015 11:28:31 AM","21/04/2015 11:28:31 AM","T","IODI010493","Iodine","UG_P_100G","165","1","PDR_SMP","MG60","T","MG4637","7327077","IODI01-15-0057"
"7311522","21/04/2015 12:36:38 PM","21/04/2015 12:36:38 PM","T","IODI010493","Iodine","MG_P_KG","6.60","1","PET_FOOD","U5B","T","DRYKIB","","IODI01-15-0056"
"7313244","21/04/2015 05:51:40 PM","21/04/2015 05:51:40 PM","T","IODI010493","Iodine","UG_P_100G","115","1","PDR_SMP","MG60","T","MG4637","7327618","IODI01-15-0058"
"7314050","22/04/2015 08:39:48 AM","22/04/2015 08:39:48 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","T10","T","INFPOWD","","IODI01-15-0057"
"7314643","22/04/2015 10:01:52 AM","22/04/2015 10:01:52 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM445270","2015069403","IODI01-15-0057"
"7315098","22/04/2015 11:00:23 AM","22/04/2015 11:00:23 AM","T","IODI010493","Iodine","UG_P_100G","125","1","QC","","T","SRM","SRM","IODI01-15-0055"
"7315125","22/04/2015 11:04:20 AM","22/04/2015 11:04:20 AM","T","IODI010493","Iodine","UG_P_100G","9675","1","PDR_INFANT","T10","T","INFPOWD","","IODI01-15-0057"
"7315125","22/04/2015 11:04:20 AM","22/04/2015 11:04:20 AM","T","IODI010493","Iodine","UG_P_100G","16925","2","PDR_INFANT","T10","T","INFPOWD","","IODI01-15-0059"
"7315125","22/04/2015 11:04:20 AM","22/04/2015 11:04:20 AM","T","IODI010493","Iodine","UG_P_100G","22710","3","PDR_INFANT","T10","T","INFPOWD","","IODI01-15-0059"
"7315168","22/04/2015 11:10:44 AM","22/04/2015 11:10:44 AM","T","IODI010493","Iodine","UG_P_100G","95","1","PDR_INFANT","T10","T","INFPOWD","","IODI01-15-0057"
"7315181","22/04/2015 11:11:48 AM","22/04/2015 11:11:48 AM","T","IODI010493","Iodine","UG_P_100G","90","1","PDR_INFANT","T10","T","INFPOWD","","IODI01-15-0057"
"7315235","22/04/2015 11:16:00 AM","22/04/2015 11:16:00 AM","T","IODI010493","Iodine","UG_P_100G","175","1","QC","","T","SRM","SRM","IODI01-15-0055"
"7315470","22/04/2015 11:42:44 AM","22/04/2015 11:42:44 AM","T","IODI010493","Iodine","UG_P_100G","200","1","PDR_WPC","MG20","T","MG2412","7328146","IODI01-15-0058"
"7316459","22/04/2015 02:03:33 PM","22/04/2015 02:03:33 PM","T","IODI010493","Iodine","UG_P_100G","110","1","MISC_DAIRY","MG70","T","MG8888","7328355","IODI01-15-0058"
"7316542","22/04/2015 02:17:10 PM","22/04/2015 02:17:10 PM","T","IODI010493","Iodine","UG_P_100G","105","1","MISC_DAIRY","MG70","T","MG8888","7328361","IODI01-15-0058"
"7318693","23/04/2015 09:08:21 AM","23/04/2015 09:08:21 AM","T","IODI010493","Iodine","UG_P_100G","100","1","PDR_INFANT","621","T","TM445270","2015069443","IODI01-15-0057"
"7319324","23/04/2015 10:17:23 AM","23/04/2015 10:17:23 AM","T","IODI010493","Iodine","UG_P_100G","220","1","LIQ_MILK","T10","T","LIQMILK","","IODI01-15-0057"
"7319372","23/04/2015 10:29:20 AM","23/04/2015 10:29:20 AM","T","IODI010493","Iodine","UG_P_100G","170","1","PDR_INFANT","T10","T","INFPOWD","DTS0540818","IODI01-15-0057"
"7319384","23/04/2015 10:30:32 AM","23/04/2015 10:30:32 AM","T","IODI010493","Iodine","UG_P_100G","150","1","PDR_INFANT","T10","T","INFPOWD","DTS0540819","IODI01-15-0057"
"7319402","23/04/2015 10:32:57 AM","23/04/2015 10:32:57 AM","T","IODI010493","Iodine","UG_P_100G","135","1","PDR_INFANT","T10","T","INFPOWD","DTS0540820","IODI01-15-0057"
"7319433","23/04/2015 10:37:51 AM","23/04/2015 10:37:51 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","T10","T","INFPOWD","DTS0540821","IODI01-15-0057"
"7319454","23/04/2015 10:40:19 AM","23/04/2015 10:40:19 AM","T","IODI010493","Iodine","UG_P_100G","145","1","PDR_INFANT","T10","T","INFPOWD","DTS0540822","IODI01-15-0057"
"7319507","23/04/2015 10:44:44 AM","23/04/2015 10:44:44 AM","T","IODI010493","Iodine","UG_P_100G","170","1","PDR_INFANT","T10","T","INFPOWD","DTS0540823","IODI01-15-0057"
"7319890","23/04/2015 11:24:34 AM","23/04/2015 11:24:34 AM","T","IODI010493","Iodine","UG_P_100G","13","1","LIQ_MILK","570","T","NONE","","IODI01-15-0058"
"7319897","23/04/2015 11:24:43 AM","23/04/2015 11:24:43 AM","T","IODI010493","Iodine","UG_P_100G","14","1","LIQ_MILK","570","T","NONE","","IODI01-15-0058"
"7320078","23/04/2015 11:50:55 AM","23/04/2015 11:50:55 AM","T","IODI010493","Iodine","UG_P_100G","120","1","PDR_INFANT","BONDPN","T","114462","000200556292-0150","IODI01-15-0058"
"7320462","23/04/2015 01:07:00 PM","23/04/2015 01:07:00 PM","T","IODI010493","Iodine","UG_P_100G","5","1","MEAT_PROD","DARWIN","T","NONE","","IODI01-15-0058"
